,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
IPC,100,True,multiple emails (how many different email addresses do you use?),earamos@kbhome.com,No,No,"Real Estate (Agents, etc.)",,"Yes, I work independently",Yes,No,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,Other (please specify):,Education,No,No,,1,I don't know what a default DocuSign account is,Yes,Work,,,,,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Real Estate (Agents, etc.)",,"Yes, I own my own business",No,,,,,,,,,,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,Yes,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Publishing & Research,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,Retail,,No,No,,2-3,Work,No,Work,,,,,,Yes,No,Yes,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Technology,,No,Yes,No,,,,,,,,,,Yes,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,No,No,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,multiple emails (how many different email addresses do you use?),2,Yes,Yes,Accounting and Tax,,No,No,,2-3,Work,No,Work,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,No,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Other (please specify):,Distribution,No,No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Other (please specify):,Commercial manufacturing,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,Government,,No,Yes,No,1,Work,No,Work,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,Construction,,"Yes, I work independently",No,,1,Work,Not Sure,Work,,,,,,Yes,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Engineering and Construction,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,25+,Work,Not Sure,Work,,,No,No,No,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,Yes,Government,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,"Real Estate (Agents, etc.)",,No,No,,1,Work,Yes,Work,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,Other (please specify):,Automotive Industry,No,No,,,,,,,,No,No,No,Yes,Yes,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Non-Profit,,No,No,,,,,,,,Yes,Not Sure,No,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Not Sure,Yes,Government,,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,No opinion
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",2,Not Sure,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive ,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)","3, two for work and one personal",No,Yes,Construction,,No,No,,,,,,,,No,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Legal Services,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Entertainment,"Yes, I work independently",No,,,,,,,,,,,No,Yes,Yes,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,multiple emails (how many different email addresses do you use?),2,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,Yes,Yes,,,,,,,No,No,No,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,Accounting and Tax,,No,No,,2-3,Work,No,Work,,,No,No,No,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,Government,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,Higher Education,,No,No,,2-3,Work,Not Sure,Work,,,No,Not Sure,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,No,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,Gaming,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,Other (please specify):,Social Services,No,No,,,,,,,,Yes,No,Not Sure,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,,,,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",tlcopperthite@att.net,Not Sure,Yes,Government,,No,No,,,,,,,,Yes,Not Sure,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",3,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
